id,score,ratings,name
5064,4.7,39.0,McDonald's® (Moasis &amp; Freedom)
5065,4.6,24.0,Subway (1872 Jackson St Unit 1872)
5068,4.5,26.0,Burger King (1520 Appleton Road)
5069,4.5,28.0,Qdoba Mexican Eats (4343 W. Wisconsin Avenue)
5070,4.8,100.0,Starbucks (West Wisconsin &amp; West Greenvil)
5071,4.2,16.0,Dunkin' (N82 W15272 Appleton Ave)
5072,4.4,17.0,Papa Johns (Wauwatosa)
5081,4.5,12.0,"Noodles &amp; Company (351 Peller Rd, Ste 1)"
5101,4.5,15.0,Walgreens (900 WEST AVE S)
5110,4.8,15.0,Wendy's  (4422 Mormon Coulee Road)
5111,4.1,12.0,Burger King (515 North Fourth Street)
5126,4.6,18.0,Subway (627 56Th St)
5140,3.8,38.0,McDonald's® (3926 52ND ST)
5160,4.4,10.0,Papa Johns (401 N Parker Drive)
5165,4.3,37.0,Taco Bell (1619 Milton Ave)
5166,4.2,15.0,Taco Bell (2525 W Court St)
5167,4.8,16.0,Subway (2034 Milton Ave)
5170,3.7,18.0,KFC (N96 W17860 County Line Rd.)
5174,4.7,20.0,Starbucks (County Line Road &amp; Appleton)
5180,4.7,13.0,Noodles &amp; Company (1055 Pearson Dr)
5187,4.7,15.0,Panera (2161 Badger Dr)
5189,4.6,25.0,Milwaukee Burger Company (Hudson)
5206,4.4,71.0,McDonald's® (Appleton &amp; Pilgrim)
5219,4.8,100.0,Starbucks (Northland &amp; Richmond)
5220,4.7,67.0,McDonald's® (College &amp; Bluemound)
5221,4.8,10.0,Taco Bell (129 Hale Drive-Endcap w-DT)
5232,4.5,20.0,Cousin's Subs (2260 N. Grandview Blvd.)
5233,4.2,24.0,Taco Bell (21195 Highway 18)
5250,4.5,75.0,Starbucks (27th &amp; Morgan)
5251,4.1,20.0,McDonald's® (108th St &amp; Layton)
5256,5.0,10.0,Noodles &amp; Company (5794 S 108th St)
5261,4.6,19.0,McDonald's® (Broadway &amp; Heritage)
5262,4.3,18.0,McDonald's® (Monroe &amp; Landmark)
5267,4.8,17.0,Toppers Pizza (West Allis)
5268,4.4,15.0,Wendy's  (6715 S. 27Th St.)
5269,4.2,101.0,Taco Bell (6268 S. 27th Street)
5279,4.2,10.0,Koko Sushi Bar &amp; Lounge
5282,4.8,20.0,Marco’s Pizza (1635 Main Street)
5296,4.4,52.0,Taco Bell (2230 University Ave)
5297,4.5,18.0,Burger King (2328 University Ave)
5299,4.3,61.0,McDonald's® (Radisson &amp; Webster)
5320,4.9,65.0,Starbucks (Oakland &amp; Olive)
5322,4.1,99.0,Wendy's  (6225 W. Capitol)
5335,4.8,21.0,Taco Bell (N96W17802 County Line Rd)
5338,4.6,18.0,Wendy's  (N96W17600 County Line Rd)
5345,4.5,31.0,Panera (2095 North Calhoun Road)
5346,3.8,95.0,Denny's (11155 West North Ave)
5347,4.7,191.0,Starbucks (Silver Spring &amp; Santa Monica)
5348,4.1,133.0,Wendy's  (633 W. North Avenue)
5384,4.3,72.0,McDonald's® (Fish Hatchery &amp; Greenway Cross)
5391,4.7,54.0,KFC (2003 S. Hastings Way)
5395,4.4,18.0,Wow Bao (3730 Gateway Drive)
5397,4.2,45.0,Casa Margarita (Eau Claire)
5401,4.8,64.0,Starbucks (Hastings &amp; Kirk)
5402,4.8,58.0,Caribou Coffee (807 W. Clairemont Ave)
5403,4.5,86.0,Teriyaki Madness (420 S Barstow St.)
5405,4.8,38.0,Chipotle Mexican Grill (4738 Golf Rd)
5407,4.1,33.0,Grizzly's Wood-Fired Grill and Bar (Eau Claire)
5410,4.8,27.0,Papa Johns (913 South Hastings Way)
5411,4.5,33.0,Five Guys WI-1869 4800 Golf Rd
5413,4.2,27.0,Erbert &amp; Gerbert's (409 Water St)
5415,4.4,26.0,Burger King (926 South Hastings Way)
5416,4.7,53.0,Topper's Pizza (2159 Eastridge Center)
5417,4.6,42.0,Famous Daves (2911 Mall Drive)
5418,4.4,50.0,Red Robin Gourmet Burgers (3005 Golf Rd)
5419,4.7,28.0,Arby's (1019 S Hastings Way)
5420,4.7,39.0,Northern Tap House (Eau Claire)
5421,4.4,43.0,Milwaukee Burger Company (Eau Claire)
5422,4.3,100.0,McDonald's® (1513 S HASTINGS WAY)
5423,4.5,46.0,Dunkin' (1431 South Hastings Way)
5425,4.1,54.0,Wendy's  (959 W. Clairmont Ave.)
5426,4.7,78.0,Panera (4601 Keystone Crossing)
5427,4.5,28.0,Fazoli's (3730 Gateway Drive [3/30])
5428,4.3,11.0,Fresh Set 627 (3005 Golf Rd)
5429,4.5,27.0,Red Lobster (1019 W. Clairemont Ave.)
5431,4.5,74.0,Noodles &amp; Company (4653 Keystone Crossing Blvd)
5432,4.4,82.0,Buffalo Wild Wings (4612 Keystone Crossing)
5434,4.5,100.0,Panda Express (2403 London Rd)
5435,4.4,100.0,Taco Bell (2056 S Hastings)
5447,4.2,36.0,McDonald's® (Moorland &amp; Bluemound)
5448,4.7,29.0,Potbelly Sandwich Shop (Mayfair | 469)
5450,4.6,33.0,Chipotle Mexican Grill (15375 W Bluemound Rd Ste 170)
5454,3.6,16.0,McDonald's® (2100 LATHROP AVE)
5490,4.7,12.0,Arby's (2821 Hendrickson Dr)
5493,4.1,15.0,Ninja Japanese and Chinese Restaurant
5498,4.9,16.0,Subway (329 Water St Ste 300)
5504,3.9,20.0,MrBeast Burger (3005 Golf Road)
5506,4.6,21.0,Topper's Pizza (1616 N Clairemont)
5508,4.6,11.0,Hardee's (2933 Western Ave)
5509,4.3,52.0,Perkins Restaurant &amp; Bakery (Eau Claire-Highland Ave.)
5512,4.8,10.0,CVS (2200 BRACKET AVENUE)
5513,4.5,59.0,Chipotle Mexican Grill (941 W Clairemont Ave)
5528,3.8,25.0,Taco Bell (2409 Monroe Rd)
5530,4.9,100.0,Starbucks (Auto Plaza Way &amp; Main St)
5537,4.9,18.0,Subway (502 Red Bird Circle)
5569,4.3,35.0,Subway (2813 N Sherman Ave)
5575,4.8,48.0,Noodles &amp; Company (4280 E Towne Blvd)
5584,4.8,10.0,Arby's (2645 Monroe Rd)
5587,4.7,37.0,McDonald's® (Webster &amp; Joseph)
5593,4.8,22.0,McDonald's® (Allen &amp; Century)
5595,4.7,83.0,Wendy's  (7940 S. Howell)
5596,4.7,83.0,McDonald's® (Packard &amp; College)
5599,4.3,57.0,Chipotle Mexican Grill (7066 Sligo Dr)
5600,4.7,26.0,Panera (6613 Mineral Point Road)
5601,4.3,83.0,Taco Bell (4120 E Washington Ave)
5609,4.7,37.0,McDonald's® (Monona &amp; Dean)
5611,4.2,12.0,Arby's (3709 E Calumet St)
5612,4.4,18.0,Burger King (West 3154 Vanroy Road)
5613,4.2,26.0,McDonald's® (Eisenhower &amp; College)
5620,4.5,15.0,KFC (2735 Prairie Avenue)
5625,4.9,14.0,Wild Burger (2747 Milwaukee Rd.)
5626,4.5,13.0,Qdoba Mexican Eats (2777 Milwaukee Rd. Unit A)
5630,3.5,20.0,Applebee's (Beloit)
5634,4.8,22.0,Noodles &amp; Company (2900 Milwaukee Rd)
5636,3.7,27.0,Popeyes (2911 Ford St)
5648,4.7,11.0,Burger King (228 West River Street)
5649,4.5,15.0,McDonald's (Nec 124Th St./Cth 00)
5655,4.3,19.0,Cousin's Subs (5191 W. Brown Deer Rd.)
5663,4.7,18.0,Burger King (3880 North 124th Street)
5665,4.0,23.0,Cousins Subs  (11401 W. Silver Spring Dr.)
5666,4.3,11.0,Subway (6733 W North Ave)
5667,4.1,13.0,McDonald's® (Silver Spring &amp; Butternut)
5669,3.8,89.0,McDonald's® (Hampton &amp; 82nd St)
5689,4.8,13.0,Cousin's Subs (17900 W. Bluemound Rd.)
5691,4.6,21.0,Qdoba Mexican Eats (16005 W. Bluemound Road)
5693,4.5,16.0,Starbucks (Kenosha-Hwy 50 &amp; 104th)
5710,4.6,58.0,McDonald's® (Kensington &amp; Calumet)
5733,4.8,24.0,Starbucks (Milwaukee &amp; Branigan)
5736,3.7,23.0,Buffalo Wild Wings (2747 Milwaukee Rd.)
5749,4.7,12.0,Burger King (1450 Fourth Street)
5750,4.8,24.0,Dairy Queen Grill &amp; Chill (1434 Cranston Rd)
5753,4.6,17.0,Taco Bell (1841 Riverside Dr.)
5756,4.8,13.0,Subway (1402 Liberty Ave)
5792,3.9,37.0,Taco Bell (2840 West College Avenue)
5797,4.8,13.0,Walgreens (700 W College Ave)
5805,4.8,79.0,Asian Bistro (Antioch)
5811,4.4,77.0,Panda Express (7105 Grand Ave.)
5815,4.5,91.0,McDonald's® (Rt-12 &amp; Lagoon)
5817,4.6,78.0,Twisted Burger (Grayslake)
5818,4.4,10.0,The Ice Cream Shop
5819,4.5,158.0,Taqueria Los Comales (McAree &amp; Grand)
5820,4.5,192.0,Chipotle Mexican Grill (1936 Il Route 83)
5823,4.4,192.0,Papa Johns (1321 North Green Bay Road)
5824,4.5,66.0,shawarma king #1
5826,4.5,17.0,Fatman Pizza Pub
5831,4.1,39.0,Da Da's Soul
5832,3.9,10.0,Golden Corral (1455 Dilleys Road)
5833,4.2,33.0,It's Just Wings (300 East Rollins Road)
5834,4.1,52.0,Captain Porky's
5843,4.7,57.0,Leo's Chicago Grill
5852,4.5,20.0,Anastasia's Restaurant &amp; Lounge
5854,4.6,17.0,"THE LODGE OF ANTIOCH, LTD."
5855,4.9,66.0,McDonald's® (Grand &amp; Milwaukee)
5856,4.7,134.0,Chick-fil-A  (6550 Grand Ave)
5857,4.4,163.0,Burger King (250 W Rollins Rd)
5858,4.8,44.0,Mr G's
5861,4.7,18.0,Maria's Mexican Grill
5864,4.4,33.0,Jimano's Pizzeria (Round Lake)
5865,4.2,34.0,The Patroons Mexican Restaurant Inc.
5866,4.8,57.0,Rosati's Pizza (Belvidere Rd)
5869,4.5,24.0,Double D Pizza
5870,4.3,102.0,Tacos El Norte (Gurnee)
5872,4.9,11.0,The Fogcutter
5873,4.5,92.0,Papa Johns (1276 North Illinois Route 83)
5874,4.4,16.0,Chicago Woodfire Pizza Co.
5877,4.5,34.0,Rosati's Pizza (Gurnee)
5878,4.6,47.0,Sweet Melissa’s Pizza &amp; Pub
5879,4.7,40.0,Steak 'N Shake (2100 N. Richmond Rd.)
5880,3.7,13.0,Big Norm's
5881,4.5,37.0,Red Robin Gourmet Burgers (6420 Grand Ave)
5882,4.7,23.0,Jesse Oaks
5883,4.6,38.0,Bill's Pizza &amp; Pub North
5884,4.3,15.0,Wild Burger (500 East Rollins Road)
5885,4.4,125.0,Buffalo Wild Wings (500 E Rollins Rd)
5887,4.7,66.0,Chili's (300 East Rollins Road)
5888,4.7,67.0,Meat &amp; Potato Eatery (McHenry)
5889,4.6,95.0,Twisted Burger (Round Lake)
5890,4.5,19.0,Johnny’s Cafe
5891,4.8,79.0,McAlister's (6557 Grand Ave.)
5892,4.7,100.0,Panera (6440 Grand Ave)
5893,4.3,200.0,Portillo’s Hot Dogs (6102 W Grand Avenue)
5895,4.6,75.0,Denny's (Grand &amp; Hunt Club)
5897,4.5,57.0,Eggspress Cafe
5898,4.8,141.0,Noodles &amp; Company (6681 Grand Ave)
5899,4.5,81.0,Hunan Hibachi Buffet
5900,4.8,84.0,"bb.q Chicken Waukegan, IL"
5901,4.9,34.0,Poke Bros (Gurnee)
5903,4.8,127.0,Sushi King (Mchenry)
5904,4.6,170.0,Royalthai
5908,4.2,161.0,Panda Express (Rollins  &amp; East End)
5911,4.4,65.0,KFC (4503 W Elm Street)
5912,4.5,10.0,Fresh Set 518 (6420 Grand Ave)
5913,4.6,55.0,Red Lobster (6230 Grand Ave.)
5914,4.4,39.0,The Village Squire (McHenry)
5915,4.4,14.0,Pupusita Express
5916,4.7,15.0,The Burger Den (6429 Grand Ave)
5917,4.7,57.0,El Azteca
5918,4.8,47.0,MOD Pizza (Gurnee)
5919,4.7,92.0,Jersey Mike's (536 E Rollins Rd)
5920,4.3,120.0,Outback Steakhouse (6210 Grand Ave)
5921,4.5,70.0,Biryani Pointe (Gurnee)
5923,4.6,61.0,Texas bebe Quesobirria
5924,4.8,58.0,Julio's Mexican Restaurant
5925,4.5,112.0,Burrito Express (Fox Lake)
5926,4.7,40.0,La Cocina Mexican Restaurant and Catering
5931,4.6,75.0,Moretti's Ristorante &amp; Pizzeria (Fox Lake)
5933,4.8,69.0,Grandma's Deli
5937,4.9,16.0,Subway (2680 N Il Route 83)
5939,4.9,200.0,Starbucks (Rte 12 &amp; Hartigan - Volo)
5943,4.8,12.0,Oberweis Dairy (Gurnee)
5944,4.6,171.0,Wendy's  (210 East Rollins Road)
5945,4.4,40.0,La Trinidad Restaurant (McHenry)
5946,4.6,105.0,Jalisco Mexican Restaurant (Gurnee)
5950,4.3,76.0,Cracker Barrel Old Country Store (5706 Northridge Drive)
5951,4.7,57.0,Arby's (776 E Rollins Rd)
5952,4.8,37.0,Cold Stone Creamery (7105 Grand Ave)
5953,4.8,34.0,Dunkin' (2592 N Il Route 83 #2596)
5954,4.8,125.0,Brunch Cafe Mchenry
5955,4.7,200.0,Panera (254 East Rollins Road)
5956,4.5,13.0,Emily's Pancake House (Lindenhurst)
5958,4.7,88.0,Potbelly Sandwich Shop (Gurnee West | 99)
5962,4.9,46.0,Home Run Liquor &amp; Food Store
5964,4.7,43.0,Applebee's (Mchenry)
5965,5.0,41.0,Cardinal Wine &amp; Spirits (Gurnee)
5966,5.0,12.0,Honey Baked Ham Co. &amp; Cafe (Grand Ave)
5968,4.6,63.0,BBQ'd Productions Sports Bar &amp; Grill (Third Lake)
5969,4.4,95.0,China Chef
5970,4.7,23.0,It's Just Wings (2409 North Richmond Road)
5971,4.4,60.0,White Castle (6290 Grand Ave.)
5972,4.2,32.0,Tommy's Red Hots (McHenry)
5973,4.5,60.0,RED JJ FISH &amp; CHICKEN
5974,4.5,28.0,Pizza Hut (2154 N Lewis Ave)
5975,4.4,77.0,Panda Express (2476 N. Richmond Rd)
5976,4.4,105.0,"TGI Friday's (2669 - Gurnee, IL)"
5977,4.4,101.0,KFC (440 West Rollins Road)
5978,4.1,40.0,Chili's (2409 North Richmond Road)
5979,4.7,56.0,Wendy's  (2433 N Richmond Rd)
5980,4.7,200.0,Popeyes (Rollins &amp; Elm)
5981,4.6,200.0,Taqueria Los Comales (Rollins &amp; Woodridge)
5982,4.7,53.0,Taco Bell (2081 East Grand Avenue)
5985,4.8,125.0,7-Eleven (803 W Rollins Rd)
5988,4.5,43.0,Burger King (4417 W Elm St)
5990,4.8,87.0,Chipotle Mexican Grill (6040 Gurnee Mills Cir E)
5991,4.3,32.0,Wendy's  (370 S US HIGHWAY 45)
5992,4.4,82.0,Taco Bell (54 S US Highway 12)
5995,4.4,77.0,Popeye's (1800 N Richmond Rd)
5996,4.5,24.0,Subway (1398 South RT 12)
5998,4.7,200.0,Taco Bell (306 W Rollins Rd)
6000,4.9,43.0,McDonald's® (1150 MAIN STREET)
6001,4.8,16.0,Burger King (338 W IL Route 173)
6002,4.6,18.0,Popeyes (483 E Route 173)
6003,4.6,66.0,Papa Johns (3804 West Elm Street)
6008,4.4,10.0,Burger King (2833 North Clairmont Avenue)
6022,4.7,50.0,Starbucks (998 Grand Central Mall)
6029,4.5,15.0,Chipotle Mexican Grill (615 Grand Central Avenue)
6031,4.7,42.0,Chick-fil-A  (210 Grand Central Ave)
6041,4.9,11.0,Captain D's (1103 Murdock Avenue)
6045,4.8,11.0,Panera 202326
6046,4.4,14.0,Penn Station (605 Grand Central Avenue)
6047,4.0,25.0,DiCarlo’s Pizza - Vienna
6048,4.8,11.0,KFC (2604 Ohio Avenue)
6049,4.3,48.0,Outback Steakhouse (105 Grand Central Mall)
6050,4.7,24.0,Bob Evans 103 (90 Park Center Drive)
6052,3.4,12.0,Sheetz - 306 Ann Street (640)
6053,4.3,25.0,Taco Bell (600 Grand Central Ave)
6054,4.3,35.0,"Applebee's (Vienna,wv)"
6055,4.4,42.0,Logan's Roadhouse 439 (100 9th Street)
6068,4.1,18.0,Husson’s pizza
6074,4.8,12.0,Marco's Pizza (313 6th Ave.)
6088,4.8,24.0,Panera (65 Liberty Square)
6091,4.3,47.0,Cracker Barrel Old Country Store (11 Goff Xing)
6092,4.3,30.0,Buffalo Wild Wings (70 Nitro Market Place)
6094,4.2,19.0,Bob Evans 191 (334 Goff Mountain Road)
6096,4.9,10.0,Five Guys WV-0627 4161 Teays Valley Rd.
6098,4.0,50.0,"TGI Friday's (1511 - Charleston/Cross Lanes, WV)"
6099,3.8,15.0,Taco Bell (4152 State Rt 34)
6101,4.5,41.0,Applebee's (Teays Valley)
6114,4.8,10.0,Taco Bell (770 National Road)
6146,4.4,13.0,Perkins Restaurant &amp; Bakery (680 National Rd)
6147,5.0,10.0,Burger King (104 Zane Street)
6161,4.6,36.0,"IHOP (475 Oakland Street, Ste. 104)"
6170,4.8,50.0,"Starbucks (Chestnut Ridge Rd, Morgantown)"
6173,4.7,30.0,Papa Johns (229 Beechurst Avenue)
6174,4.5,33.0,Pita Pit (387 High St)
6176,4.4,18.0,Tim Horton's (1298 Suncrest Town Centre Dr)
6185,4.2,33.0,Panda Express (100 Sesame Drive)
6187,4.5,50.0,Greatwall
6188,4.7,50.0,Vocelli (1370 University Avenue)
6189,4.7,35.0,Taziki's Mediterranean Café (1090 Suncrest Towne Centre)
6190,4.4,50.0,Primanti Bros - Morgantown
6191,4.6,42.0,colasante`s ristorante
6193,4.9,20.0,Bombay Indian Grill
6223,5.0,12.0,Smoothie King (475 Oakland Street)
6243,4.5,13.0,"Blaze Pizza (525 Granville Square, Suite 127)"
6244,3.8,13.0,Dairy Queen Grill &amp; Chill (2000 Memorial Church Dr)
6245,4.4,11.0,Hardees (1503033)
6246,4.5,48.0,Papa Johns (51 Donahue Drive Suite 111)
6248,4.6,12.0,Denny's (258 Retail Circle)
6249,4.4,22.0,Bob Evans 254 (10 Lawless Road)
6251,4.1,16.0,Long John Silver's (1381 Earl L Core Rd)
6252,3.7,15.0,HotBox by Wiz Khalifa (402 Suncrest Towne Centre Drive)
6253,4.8,46.0,Jersey Mike’s Subs 
6254,4.7,19.0,Penn Station (51 Donahue Drive)
6255,4.5,49.0,It's Just Wings (1001 University Town Centre Dr)
6256,4.0,26.0,Red Lobster (1002 University Towne Ctr Dr)
6257,4.7,50.0,Casa D'Amici
6258,4.2,12.0,KFC 71 Tipple St
6259,4.5,39.0,Cracker Barrel Old Country Store (2000 University Town Centre Dr)
6260,4.7,50.0,Panera 202304
6261,4.3,50.0,Outback Steakhouse (510 Venture Drive)
6262,4.2,12.0,Wing Nut (402 Suncrest Towne Centre Drive)
6263,3.6,11.0,Wendy's  (101 Sesame Drive)
6264,4.4,50.0,Papa Allen's Pizza (Morgantown)
6265,4.4,44.0,Chili's (1001 University Town Centre Dr)
6266,4.7,50.0,Popeye's (1589 Earl L. Core Road)
6267,4.7,11.0,McDonald's® (19 COMMERCE DR)
6268,4.3,29.0,MrBeast Burger   512 Venture Drive (512 Venture Drive)
6272,4.4,50.0,Applebee's (Morgantown)
6273,4.6,17.0,Chick-fil-A  (9415 Mall Rd)
6274,4.8,29.0,The Greene Turtle - Morgantown
6275,4.4,42.0,Scorers Sports Bar and Restaurant
6276,4.7,50.0,Five Guys WV-1431 1000 Suncrest Town Center Dr
6278,4.9,50.0,Bubble Fish
6279,4.3,50.0,Buffalo Wild Wings (1098 Suncrest Town Center Dr)
6284,4.4,50.0,KFC (5 Clear Mountain Way)
6285,4.5,50.0,"Starbucks (Van Voorhis, Morgantown)"
6288,4.5,18.0,Saladworks (Morgantown)
6294,4.5,12.0,Ruby Tuesday (512 Venture Drive)
6295,4.8,28.0,Cold Stone Creamery (356 High Street)
6296,4.7,41.0,Insomnia Cookies (2161 University Ave Suite 311)
6297,4.2,46.0,Sheetz - 1012 University Ave (575)
6298,4.3,21.0,Taco Bell (7 Commerce Dr)
6300,4.9,50.0,Everyday Needs by Gopuff
6303,4.6,50.0,Chipotle Mexican Grill (461 High St)
6304,4.7,50.0,Qdoba Mexican Eats (386 Patteson Drive)
6306,4.4,50.0,Burger King (340 Patteson Dr)
6308,4.6,34.0,"Starbucks (Chaplin Hill Rd, Morgantown)"
6312,4.1,17.0,IHOP (201 Venture Road)
6324,4.2,12.0,Sheetz -1280 New Creek Highway (168)
6326,4.4,10.0,Burger King (RR#3 Box 3240)
6328,4.2,12.0,Sheetz - 31 Tanyard Station Dr (660)
6334,4.0,50.0,China House
6343,4.9,15.0,Chipotle Mexican Grill (18 East Mall Road)
6344,4.8,12.0,Dunkin' (3498 Us Route 60)
6347,4.5,22.0,Chili's (925 Mall Road)
6348,4.2,31.0,Outback Steakhouse (3417 U.S. Route 60 East)
6349,4.3,15.0,O'Charley's (3060 Champion Dr)
6351,4.8,13.0,MrBeast Burger (21 Tanyard Station Drive)
6352,4.6,30.0,Cracker Barrel Old Country Store (3 Cracker Barrel Drive)
6354,4.3,22.0,Bob Evans 528 (121 Kinetic Drive)
6356,3.5,13.0,Logan's Roadhouse 315 (850 Mall Road)
6369,4.8,12.0,McDonald's (1514 Main St)
6405,4.5,31.0,China Kitchen
6412,4.8,12.0,KFC (930 Seventh Street)
6416,4.2,22.0,Cracker Barrel Old Country Store (40 Old Nicholette Rd)
6418,4.2,45.0,El Mariachi Mexican Restaurant
6419,4.7,17.0,McDonald's® (1000 DIVISION ST)
6420,4.4,10.0,Popeyes (311 Grand Central Avenue)
6421,4.3,12.0,Taco Bell (300 Gihon Village)
6425,4.2,12.0,McDonald's® (2508 OHIO AVE)
6443,3.5,12.0,Burger King (111 Grand Central Avenue)
6445,4.3,19.0,McDonald's® (903 GRAND CENTRAL AVE)
6456,4.8,50.0,Starbucks (Kanawha Blvd. East)
6460,4.4,47.0,Sitar of india
6463,4.7,50.0,Giovanni's Pizza
6469,4.6,43.0,"Captain D's (114 Kanawha Boulevard, East)"
6473,4.4,50.0,Chipotle Mexican Grill (2811 Mountaineer Blvd)
6476,4.4,10.0,Happy Days Café 
6477,4.6,31.0,Chick-fil-A  (2509 Mountaineer Blvd)
6487,3.9,16.0,Dunkin (932 Cross Lanes Dr)
6488,4.2,19.0,Jersey Mike’s Subs (210 RHL Blvd)
6494,4.3,34.0,IHOP (46 RHL)
6496,4.2,41.0,It's Just Wings (S-101 Charleston Town Ctr.)
6498,4.5,31.0,Panera (2830 Mountaineer Blvd)
6500,4.2,36.0,Dairy Queen Grill &amp; Chill (2502 Sissonville Dr)
6501,4.2,50.0,Chili's (S-101 Charleston Town Ctr.)
6502,4.3,43.0,Red Lobster (101 Cross Terrace Blvd)
6504,4.3,36.0,McDonald's® (ST ALBANS MALL / RT 60 PO BOX 419)
6505,3.6,23.0,Wendy's  (517 W. Maccorkle Ave)
6506,4.6,50.0,Outback Steakhouse (1062 Charleston Town Center)
6507,3.8,46.0,O'Charley's (70 RHL Blvd.)
6508,4.7,32.0,Five Guys WV-0571 112 RHL Blvd
6509,3.7,24.0,KFC (23-A MacCorkle Avenue)
6513,5.0,10.0,"Krispy Kreme (42 Riverwalk Plaza, McCorkle Ave.)"
6517,3.9,50.0,Logan's Roadhouse 424 (201 RHL Boulevard)
6518,4.2,42.0,Applebee's (Charleston)
6519,4.2,50.0,Bob Evans 24 (4001 Maccorkle Avenue SW)
6520,4.5,11.0,Sheetz - 104 Lakeview Drive (612)
6521,4.5,28.0,Taco Bell (301 MacCorkle Ave)
6526,4.5,30.0,Qdoba Mexican Eats (98 Rhl Blvd)
6528,4.4,12.0,Burger King (#20 Nitro Boulevard)
6533,4.5,50.0,Rally's (1667 3rd Avenue)
6536,4.0,14.0,KFC (155 Emily Drive)
6545,3.9,18.0,Taco Bell (105 Emily Dr)
6562,4.7,10.0,Jersey Mike’s Subs (270 Emily Drive)
6565,4.2,13.0,Long John Silver's (240 Emily Dr)
6567,4.2,29.0,Outback Steakhouse (3000 Meadowbrook Mall Road)
6572,4.8,11.0,Sheetz - 1220 Johnson Avenue (182)
6576,4.6,10.0,Taco Bell (11 Southland Drive)
6579,4.9,50.0,Starbucks (MacCorkle Ave at CAMC)
6580,4.6,14.0,Subway (923 Dunbar Ave)
6594,4.4,18.0,Tudor's Biscuit World
6598,4.2,12.0,Walgreens (655 WASHINGTON ST W)
6602,4.6,22.0,Donut Connection
6606,4.5,21.0,"Papa Johns (200 Patrick Street, Suite A)"
6607,4.4,50.0,Cracker Barrel Old Country Store (5720 MacCorkle Ave SE)
6608,4.0,11.0,Wendy's  (4007 Maccorkle Ave Sw)
6609,4.7,40.0,Buffalo Wild Wings (2501 Mountaineer Blvd)
6610,4.0,32.0,Burger King (2 Riverwalk Plaza)
6612,4.3,50.0,Steak Escape (3700 MacCorkle Avenue SE)
6613,4.7,16.0,McDonald's® (303 JEFFERSON ROAD)
6615,5.0,27.0,Baskin-Robbins (4120 Maccorkle Ave Se)
6616,4.0,15.0,Taco Bell (4200 MacCorkle Ave SW)
6618,4.6,37.0,Sheetz - 4401 Maccorkle Ave SW (585)
6620,4.4,47.0,IHOP (6308 MacCorkle Ave SE)
6623,4.8,29.0,Taco Bell (919 Dunbar Ave)
6625,4.8,47.0,"Papa Johns (4120 Maccorkle Avenue, Se)"
6626,4.4,14.0,"Penn Station (4000 MacCorkle Avenue, South East)"
6627,4.0,50.0,Taco Bell (1625 Washington Street East)
6629,4.9,42.0,Starbucks (58 Somerset Blvd)
6630,4.4,16.0,California Tortilla (34-2 West Virginia Way)
6637,4.5,50.0,Panda Express (927 Foxcroft Ave)
6644,3.7,19.0,It's Just Wings (884 Foxcroft Ave)
6646,4.2,50.0,Chipotle Mexican Grill (927 Foxcroft Ave)
6649,4.4,18.0,Papa Johns (978 Foxcroft Ave)
6650,4.1,11.0,Roy Rogers - Ranson 
6651,4.5,13.0,Las Trancas Mexican Restaurant
6652,4.2,36.0,Blaze Pizza (925 Foxcroft Ave.)
6657,4.6,28.0,Bob Evans 262 (999 Foxcroft Avenue)
6659,4.1,10.0,KFC (1501 Edwin Miller Blvd)
6660,4.9,14.0,Panera (72 Oak Lee Drive)
6661,4.4,44.0,Chili's (884 Foxcroft Ave)
6663,4.5,50.0,Outback Steakhouse (790 Foxcroft Avenue)
6664,4.5,50.0,Cracker Barrel Old Country Store (725 Foxcroft Avenue)
6665,4.8,28.0,Five Guys WV-1059 38 Joshua M. Freeman Blvd.
6666,4.9,19.0,McDonald's (31 Maddex Square Dr)
6668,4.6,16.0,Popeye's (805 E Washington St)
6669,4.3,22.0,Applebee's (Charles Town)
6670,4.6,50.0,Jersey Mike's (245 Retail Commons Parkway)
6672,4.3,50.0,Taco Bell (1020 Foxcroft Avenue)
6678,4.5,25.0,Taco Bell (64 Flowing Springs Rd)
6679,4.8,12.0,7-Eleven (1655 W Washington St)
6689,4.5,13.0,Dunkin (4223 Robert C Byrd Dr)
6694,4.4,18.0,Papa Johns (3418 Robert C Byrd Dr)
6696,4.1,14.0,It's Just Wings (1106 N Eisenhower Dr)
6697,5.0,14.0,Qdoba Mexican Eats (100 Galleria Plaza)
6698,4.8,24.0,Panera 202340
6701,4.9,17.0,Dickey's Barbecue Pit (WV-0554) 1002 N Eisenhower Dr
6702,4.6,16.0,Chili's (1106 N Eisenhower Dr)
6704,4.5,24.0,Outback Steakhouse (111 Hylton Lane)
6705,4.1,20.0,Cracker Barrel Old Country Store (2112 Harper Road)
6710,4.8,17.0,IHOP (1920 Harper Road)
6713,4.1,21.0,Logan's Roadhouse 436 (1310 N. Eisenhower Drive)
6718,5.0,15.0,Kiayla’s Grandma’s Kitchen
6740,4.4,11.0,Papa Johns (500 Fairmont Ave)
6754,4.8,14.0,Alfredo’s Mediterranean Grille &amp; Steakhouse
6758,4.6,10.0,Dunkin (33 W. Virginia Way)
6759,4.7,21.0,Anthonys Pizza Charles Town
6760,4.5,11.0,Wendy's  (764 East Washington St.)
